t,MV,MVP,MVI,MVD,SP,PV,DV,Man
8.000000000000000000e+01,5.000000000000000000e+01,6.569717169605276297e+01,-1.569717167041669192e+01,-2.563607085655200067e-08,6.500000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.100000000000000000e+01,5.000000000000000000e+01,6.569717169605276297e+01,-1.569717169605276297e+01,-2.873760998515672021e-16,6.500000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.200000000000000000e+01,5.000000000000000000e+01,6.458835867164681588e+01,-1.458835864678759542e+01,-2.485921997964560151e-08,6.500000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.300000000000000000e+01,5.000000000000000000e+01,6.458835867164681588e+01,-1.458835867164681588e+01,-2.786677304442259312e-16,6.500000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.400000000000000000e+01,5.000000000000000000e+01,6.347954564724085458e+01,-1.347954562238163412e+01,-2.485921997964560151e-08,6.500000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.500000000000000000e+01,5.000000000000000000e+01,6.347954564724085458e+01,-1.347954564724085458e+01,-2.786677304442259312e-16,6.500000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.600000000000000000e+01,5.000000000000000000e+01,6.237073262283490038e+01,-1.237073259797567992e+01,-2.485921997964560151e-08,6.500000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.700000000000000000e+01,5.000000000000000000e+01,6.126191959842894619e+01,-1.126191957356972573e+01,-2.485922025831332995e-08,6.500000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.800000000000000000e+01,5.000000000000000000e+01,6.112331797037820280e+01,-1.112331796727080047e+01,-3.107402776123364519e-09,6.500000000000000000e+01,4.735999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.900000000000000000e+01,5.000000000000000000e+01,6.011845616701030792e+01,-1.011845614448163921e+01,-2.252866814138720888e-08,6.500000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+01,5.000000000000000000e+01,5.900964314260435373e+01,-9.009643117745133267e+00,-2.485922023218822989e-08,6.500000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.100000000000000000e+01,5.000000000000000000e+01,5.900964314260435373e+01,-9.009643142604353727e+00,-2.786677332751868536e-16,6.500000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.200000000000000000e+01,5.000000000000000000e+01,5.790083011819839953e+01,-7.900830093339179960e+00,-2.485921997964560151e-08,6.500000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.300000000000000000e+01,5.000000000000000000e+01,5.790083011819839953e+01,-7.900830118198399532e+00,-2.786677304442259312e-16,6.500000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.400000000000000000e+01,5.000000000000000000e+01,5.790083011819839953e+01,-7.900830118198399532e+00,-3.123819011800016899e-24,6.500000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.500000000000000000e+01,5.000000000000000000e+01,5.679201709379244534e+01,-6.792017068933225765e+00,-2.485921997964559821e-08,6.500000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.600000000000000000e+01,5.000000000000000000e+01,5.623761058158945758e+01,-6.237610569159847351e+00,-1.242961026849080547e-08,6.500000000000000000e+01,4.877000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.700000000000000000e+01,5.000000000000000000e+01,5.564855366237381418e+01,-5.648553649167353363e+00,-1.320646075352016113e-08,6.500000000000000000e+01,4.893999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.800000000000000000e+01,5.000000000000000000e+01,5.464369185900591930e+01,-4.643691836477251478e+00,-2.252866825459597470e-08,6.500000000000000000e+01,4.922999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.900000000000000000e+01,5.000000000000000000e+01,5.453974063796785998e+01,-4.539740635637308230e+00,-2.330552125634493683e-09,6.500000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,5.000000000000000000e+01,5.343092761356190579e+01,-3.430927588702685771e+00,-2.485922000577070157e-08,6.500000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.010000000000000000e+02,5.000000000000000000e+01,5.253001703123204891e+01,-2.530017011033932395e+00,-2.019811651213016265e-08,6.500000000000000000e+01,4.984000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.020000000000000000e+02,5.000000000000000000e+01,5.232211458915595159e+01,-2.322114584494847644e+00,-4.661103972600704719e-09,6.500000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.030000000000000000e+02,5.000000000000000000e+01,5.121330156474999029e+01,-1.213301539890770275e+00,-2.485922003189580163e-08,6.500000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.040000000000000000e+02,5.000000000000000000e+01,5.121330156474999029e+01,-1.213301564749990069e+00,-2.786677310299419892e-16,6.500000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.050000000000000000e+02,5.000000000000000000e+01,5.006983813333135913e+01,-6.983810769528853157e-02,-2.563607060400937229e-08,6.500000000000000000e+01,5.054999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.060000000000000000e+02,5.000000000000000000e+01,4.961938284216643069e+01,3.806171679326277313e-01,-1.009905840410731278e-08,6.500000000000000000e+01,5.067999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.070000000000000000e+02,5.000000000000000000e+01,4.896102510892540494e+01,1.038974905834757045e+00,-1.476016197612315353e-08,6.500000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.080000000000000000e+02,5.000000000000000000e+01,4.885707388788734562e+01,1.142926114443206353e+00,-2.330552038550827513e-09,6.500000000000000000e+01,5.089999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.090000000000000000e+02,5.000000000000000000e+01,4.785221208451945074e+01,2.147787938009217523e+00,-2.252866813267883999e-08,6.500000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+02,5.000000000000000000e+01,4.785221208451945074e+01,2.147787915480549703e+00,-2.525426310079368254e-16,6.500000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.110000000000000000e+02,5.000000000000000000e+01,4.674339906011349655e+01,3.256600964745723470e+00,-2.485921997964560151e-08,6.500000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
