t,MV,PV,DV
1.110000000000000000e+02,7.000000000000000000e+01,6.829999999999999716e+01,5.000000000000000000e+01
1.120000000000000000e+02,7.000000000000000000e+01,6.834000000000000341e+01,5.000000000000000000e+01
1.130000000000000000e+02,7.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
1.140000000000000000e+02,7.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
1.150000000000000000e+02,7.000000000000000000e+01,6.871999999999999886e+01,5.000000000000000000e+01
1.160000000000000000e+02,7.000000000000000000e+01,6.865999999999999659e+01,5.000000000000000000e+01
1.170000000000000000e+02,7.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
1.180000000000000000e+02,7.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
1.190000000000000000e+02,7.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01,6.898000000000000398e+01,5.000000000000000000e+01
1.210000000000000000e+02,7.000000000000000000e+01,6.917000000000000171e+01,5.000000000000000000e+01
1.220000000000000000e+02,7.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
1.230000000000000000e+02,7.000000000000000000e+01,6.956000000000000227e+01,5.000000000000000000e+01
1.240000000000000000e+02,7.000000000000000000e+01,6.962999999999999545e+01,5.000000000000000000e+01
1.250000000000000000e+02,7.000000000000000000e+01,6.981999999999999318e+01,5.000000000000000000e+01
1.260000000000000000e+02,7.000000000000000000e+01,6.987999999999999545e+01,5.000000000000000000e+01
1.270000000000000000e+02,7.000000000000000000e+01,6.987999999999999545e+01,5.000000000000000000e+01
1.280000000000000000e+02,7.000000000000000000e+01,7.020999999999999375e+01,5.000000000000000000e+01
1.290000000000000000e+02,7.000000000000000000e+01,7.023999999999999488e+01,5.000000000000000000e+01
1.300000000000000000e+02,7.000000000000000000e+01,7.050000000000000000e+01,5.000000000000000000e+01
1.310000000000000000e+02,7.000000000000000000e+01,7.053000000000000114e+01,5.000000000000000000e+01
1.320000000000000000e+02,7.000000000000000000e+01,7.068999999999999773e+01,5.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,7.075000000000000000e+01,5.000000000000000000e+01
1.340000000000000000e+02,7.000000000000000000e+01,7.084999999999999432e+01,5.000000000000000000e+01
1.350000000000000000e+02,7.000000000000000000e+01,7.084999999999999432e+01,5.000000000000000000e+01
1.360000000000000000e+02,7.000000000000000000e+01,7.095000000000000284e+01,5.000000000000000000e+01
1.370000000000000000e+02,7.000000000000000000e+01,7.114000000000000057e+01,5.000000000000000000e+01
1.380000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.390000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.400000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.410000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.420000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.430000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.440000000000000000e+02,7.000000000000000000e+01,7.098000000000000398e+01,5.000000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,7.107999999999999829e+01,5.000000000000000000e+01
1.460000000000000000e+02,7.000000000000000000e+01,7.101000000000000512e+01,5.000000000000000000e+01
1.470000000000000000e+02,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
1.480000000000000000e+02,7.000000000000000000e+01,7.123999999999999488e+01,5.000000000000000000e+01
1.490000000000000000e+02,7.000000000000000000e+01,7.148999999999999488e+01,5.000000000000000000e+01
1.500000000000000000e+02,7.000000000000000000e+01,7.148999999999999488e+01,5.000000000000000000e+01
1.510000000000000000e+02,7.000000000000000000e+01,7.148999999999999488e+01,5.000000000000000000e+01
1.520000000000000000e+02,7.000000000000000000e+01,7.168999999999999773e+01,5.000000000000000000e+01
1.530000000000000000e+02,7.000000000000000000e+01,7.181999999999999318e+01,5.000000000000000000e+01
1.540000000000000000e+02,7.000000000000000000e+01,7.181999999999999318e+01,5.000000000000000000e+01
1.550000000000000000e+02,7.000000000000000000e+01,7.201000000000000512e+01,5.000000000000000000e+01
1.560000000000000000e+02,7.000000000000000000e+01,7.214000000000000057e+01,5.000000000000000000e+01
1.570000000000000000e+02,7.000000000000000000e+01,7.214000000000000057e+01,5.000000000000000000e+01
1.580000000000000000e+02,7.000000000000000000e+01,7.214000000000000057e+01,5.000000000000000000e+01
1.590000000000000000e+02,7.000000000000000000e+01,7.217000000000000171e+01,5.000000000000000000e+01
1.600000000000000000e+02,7.000000000000000000e+01,7.240000000000000568e+01,5.000000000000000000e+01
1.610000000000000000e+02,7.000000000000000000e+01,7.240000000000000568e+01,5.000000000000000000e+01
1.620000000000000000e+02,7.000000000000000000e+01,7.243000000000000682e+01,5.000000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
1.640000000000000000e+02,7.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
1.650000000000000000e+02,7.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
1.660000000000000000e+02,7.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
1.670000000000000000e+02,7.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,7.253000000000000114e+01,5.000000000000000000e+01
1.690000000000000000e+02,7.000000000000000000e+01,7.278000000000000114e+01,5.000000000000000000e+01
1.700000000000000000e+02,7.000000000000000000e+01,7.284999999999999432e+01,5.000000000000000000e+01
1.710000000000000000e+02,7.000000000000000000e+01,7.310999999999999943e+01,5.000000000000000000e+01
1.720000000000000000e+02,7.000000000000000000e+01,7.310999999999999943e+01,5.000000000000000000e+01
1.730000000000000000e+02,7.000000000000000000e+01,7.310999999999999943e+01,5.000000000000000000e+01
1.740000000000000000e+02,7.000000000000000000e+01,7.332999999999999829e+01,5.000000000000000000e+01
1.750000000000000000e+02,7.000000000000000000e+01,7.335999999999999943e+01,5.000000000000000000e+01
1.760000000000000000e+02,7.000000000000000000e+01,7.332999999999999829e+01,5.000000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
1.790000000000000000e+02,7.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
1.810000000000000000e+02,7.000000000000000000e+01,7.365000000000000568e+01,5.000000000000000000e+01
1.820000000000000000e+02,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
1.830000000000000000e+02,7.000000000000000000e+01,7.368999999999999773e+01,5.000000000000000000e+01
1.840000000000000000e+02,7.000000000000000000e+01,7.359000000000000341e+01,5.000000000000000000e+01
1.850000000000000000e+02,7.000000000000000000e+01,7.345999999999999375e+01,5.000000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
1.870000000000000000e+02,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
1.880000000000000000e+02,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
1.890000000000000000e+02,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
1.900000000000000000e+02,7.000000000000000000e+01,7.378000000000000114e+01,5.000000000000000000e+01
1.910000000000000000e+02,7.000000000000000000e+01,7.387999999999999545e+01,5.000000000000000000e+01
1.920000000000000000e+02,7.000000000000000000e+01,7.387999999999999545e+01,5.000000000000000000e+01
1.930000000000000000e+02,7.000000000000000000e+01,7.381000000000000227e+01,5.000000000000000000e+01
1.940000000000000000e+02,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
1.950000000000000000e+02,7.000000000000000000e+01,7.401000000000000512e+01,5.000000000000000000e+01
1.960000000000000000e+02,7.000000000000000000e+01,7.401000000000000512e+01,5.000000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,7.404000000000000625e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,7.435999999999999943e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,7.435999999999999943e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,7.417000000000000171e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,7.443000000000000682e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,7.445999999999999375e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,7.456000000000000227e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,7.462000000000000455e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,7.475000000000000000e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,7.529999999999999716e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,7.501000000000000512e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,7.484999999999999432e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,7.490999999999999659e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,7.501000000000000512e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,7.520000000000000284e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,7.532999999999999829e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,7.523000000000000398e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,7.526000000000000512e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,7.539000000000000057e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,7.539000000000000057e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,7.545999999999999375e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,7.539000000000000057e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.840000000000000000e+02,3.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.850000000000000000e+02,3.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.860000000000000000e+02,3.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
2.870000000000000000e+02,3.000000000000000000e+01,7.517000000000000171e+01,5.000000000000000000e+01
2.880000000000000000e+02,3.000000000000000000e+01,7.506999999999999318e+01,5.000000000000000000e+01
2.890000000000000000e+02,3.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.900000000000000000e+02,3.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
